objectid,name,address,zipcode,address_id,y,x,diffx,diffy,latitude,longitude,location,ward
228,Wells Fargo Bank,490 L STREET NW,20001,304767,137292.769999999989523,398408.099999999976717,,,38.903489350000001,-77.018352629999995,POINT(-77.018352629999995 38.903489350000001),Ward 6
229,Wells Fargo Bank,444 NORTH CAPITOL STREET NW,20001,279785,136441.559999999997672,399147.669999999983702,,,38.895822369999998,-77.009825250000006,POINT(-77.009825250000006 38.895822369999998),Ward 6
230,Wells Fargo Bank,20 M STREET SE,20003,301132,134328.670000000012806,399314.320000000006985,,,38.876788800000000,-77.007902079999994,POINT(-77.007902079999994 38.876788800000000),Ward 6
24,Bank of America,1501 PENNSYLVANIA AVENUE NW,20005,279202,136808.640000000013970,397058.530000000027940,,,38.899124649999997,-77.033909420000001,POINT(-77.033909420000001 38.899124649999997),Ward 2
231,Wells Fargo Bank,215 PENNSYLVANIA AVENUE SE,20003,278073,135472.079999999987194,399751.890000000013970,,,38.887089310000000,-77.002859740000005,POINT(-77.002859740000005 38.887089310000000),Ward 6
232,Wells Fargo Bank,600 MARYLAND AVENUE SW,20024,5831,135347.160000000003492,398172.719999999972060,,,38.885962120000002,-77.021061090000003,POINT(-77.021061090000003 38.885962120000002),Ward 6
233,Wells Fargo Bank,3200 PENNSYLVANIA AVENUE SE,20020,287751,133563.929999999993015,403454.239999999990687,,,38.869893200000000,-76.960195650000003,POINT(-76.960195650000003 38.869893200000000),Ward 7
234,Wells Fargo Bank,1545 ALABAMA AVENUE SE,20032,304503,130929.029999999998836,401619.770000000018626,,,38.846162200000002,-76.981341060000005,POINT(-76.981341060000005 38.846162200000002),Ward 8
25,Bank of America,1801 K STREET NW,20006,279398,137238.839999999996508,396353.409999999974389,,,38.902997399999997,-77.042040360000001,POINT(-77.042040360000001 38.902997399999997),Ward 2
26,Bank of America,1339 WISCONSIN AVENUE NW,20007,223694,137772.899999999994179,394509.849999999976717,,,38.907798819999996,-77.063298430000003,POINT(-77.063298430000003 38.907798819999996),Ward 2
27,Bank of America,3 DUPONT CIRCLE NW,20036,302539,137930.489999999990687,396144.619999999995343,,,38.909227139999999,-77.044451319999993,POINT(-77.044451319999993 38.909227139999999),Ward 2
28,Bank of America,2201 C STREET NW,20520,243360,136254.500000000000000,395809.190000000002328,,,38.894127689999998,-77.048308489999997,POINT(-77.048308489999997 38.894127689999998),Ward 2
29,Bank of America,3401 CONNECTICUT AVENUE NW,20008,275650,140756.589999999996508,395009.179999999993015,,,38.934679840000001,-77.057563119999998,POINT(-77.057563119999998 38.934679840000001),Ward 3
30,Bank of America,4201 CONNECTICUT AVENUE NW,20008,220631,141732.619999999995343,394570.140000000013970,,,38.943469600000000,-77.062634650000007,POINT(-77.062634650000007 38.943469600000000),Ward 3
4, HSBC Bank USA,1715 WISCONSIN AVENUE NW,20007,261691,138489.279999999998836,394218.200000000011642,,,38.914250340000002,-77.066667030000005,POINT(-77.066667030000005 38.914250340000002),Ward 2
31,Bank of America,5201 WISCONSIN AVENUE NW,20015,274083,143262.670000000012806,392755.929999999993015,,,38.957239610000002,-77.083578110000005,POINT(-77.083578110000005 38.957239610000002),Ward 3
32,Bank of America,4301 49TH STREET NW,20016,266468,141856.119999999995343,391642.739999999990687,,,38.944559150000003,-77.096404340000007,POINT(-77.096404340000007 38.944559150000003),Ward 3
33,Bank of America,915 RHODE ISLAND AVENUE NE,20018,82316,139343.040000000008149,400592.190000000002328,,,38.921960110000001,-76.993171020000005,POINT(-76.993171020000005 38.921960110000001),Ward 5
34,Bank of America,722 H STREET NE,20002,149093,136949.440000000002328,400417.750000000000000,,,38.900397849999997,-76.995184069999993,POINT(-76.995184069999993 38.900397849999997),Ward 6
35,Bank of America,55 M STREET SE,20003,306664,134269.519999999989523,399393.469999999972060,,,38.876256009999999,-77.006989869999998,POINT(-77.006989869999998 38.876256009999999),Ward 6
36,Bank of America,201 PENNSYLVANIA AVENUE SE,20003,52920,135493.829999999987194,399715.890000000013970,,,38.887285230000003,-77.003274689999998,POINT(-77.003274689999998 38.887285230000003),Ward 6
37,Bank of America,3821 MINNESOTA AVENUE NE,20019,30095,136069.470000000001164,404279.849999999976717,,,38.892460440000001,-76.950666279999993,POINT(-76.950666279999993 38.892460440000001),Ward 7
38,Bank of America,2100 MARTIN LUTHER KING JR AVENUE SE,20020,51883,133068.700000000011642,400934.010000000009313,,,38.865438249999997,-76.989237770000003,POINT(-76.989237770000003 38.865438249999997),Ward 8
39,Bank of America,4675 SOUTH CAPITOL STREET SW,20032,276659,128156.630000000004657,399845.080000000016298,,,38.821188620000001,-77.001783979999999,POINT(-77.001783979999999 38.821188620000001),Ward 8
40,Bank of Georgetown,1301 U STREET NW,20009,297578,138816.179999999993015,397341.039999999979045,,,38.917210160000003,-77.030660400000002,POINT(-77.030660400000002 38.917210160000003),Ward 1
5, Manufacturers and Traders Trust Company,555 12TH STREET NW,20004,239135,136542.940000000002328,397607.250000000000000,,,38.896732790000002,-77.027582820000006,POINT(-77.027582820000006 38.896732790000002),Ward 2
41,Bank of Georgetown,444 8TH STREET NW,20004,279784,136452.350000000005821,397990.869999999995343,,,38.895917689999997,-77.023160309999994,POINT(-77.023160309999994 38.895917689999997),Ward 2
42,Bank of Georgetown,1350 I STREET NW,20005,240651,137019.839999999996508,397285.159999999974389,,,38.901027950000000,-77.031297649999999,POINT(-77.031297649999999 38.901027950000000),Ward 2
43,Bank of Georgetown,1001 WISCONSIN AVENUE NW,20007,295206,137214.779999999998836,394582.940000000002328,,,38.902771540000003,-77.062451339999996,POINT(-77.062451339999996 38.902771540000003),Ward 2
44,Bank of Georgetown,1115 30TH STREET NW,20007,304893,137423.769999999989523,394884.409999999974389,,,38.904656000000003,-77.058977360000000,POINT(-77.058977360000000 38.904656000000003),Ward 2
45,Bank of Georgetown,1101 CONNECTICUT AVENUE NW,20036,241795,137353.649999999994179,396553.429999999993015,,,38.904032460000003,-77.039734969999998,POINT(-77.039734969999998 38.904032460000003),Ward 2
46,Branch Banking and Trust Company,1801 ADAMS MILL ROAD NW,20009,218493,139465.820000000006985,396319.489999999990687,,,38.923058650000002,-77.042443349999999,POINT(-77.042443349999999 38.923058650000002),Ward 1
47,Branch Banking and Trust Company,3101 14TH STREET NW,20010,294813,140110.440000000002328,397188.260000000009313,,,38.928868799999996,-77.032427400000003,POINT(-77.032427400000003 38.928868799999996),Ward 1
48,Branch Banking and Trust Company,614 H STREET NW,20001,295092,136855.309999999997672,398200.929999999993015,,,38.899548150000001,-77.020739890000002,POINT(-77.020739890000002 38.899548150000001),Ward 2
49,Branch Banking and Trust Company,1099 NEW YORK AVENUE NW,20001,306169,137078.700000000011642,397684.650000000023283,,,38.901559319999997,-77.026692389999994,POINT(-77.026692389999994 38.901559319999997),Ward 2
50,Branch Banking and Trust Company,601 13TH STREET NW,20005,240933,136666.019999999989523,397461.750000000000000,,,38.897841139999997,-77.029260550000004,POINT(-77.029260550000004 38.897841139999997),Ward 2
6, Manufacturers and Traders Trust Company,1350 I STREET NW,20005,240651,137019.839999999996508,397285.159999999974389,,,38.901027950000000,-77.031297649999999,POINT(-77.031297649999999 38.901027950000000),Ward 2
51,Branch Banking and Trust Company,815 CONNECTICUT AVENUE NW,20006,218768,137012.679999999993015,396705.729999999981374,,,38.900961469999999,-77.037977490000003,POINT(-77.037977490000003 38.900961469999999),Ward 2
52,Branch Banking and Trust Company,1909 K STREET NW,20006,243209,137218.119999999995343,396176.130000000004657,,,38.902810000000002,-77.044084049999995,POINT(-77.044084049999995 38.902810000000002),Ward 2
53,Branch Banking and Trust Company,1365 WISCONSIN AVENUE NW,20007,223699,137827.059999999997672,394487.400000000023283,,,38.908286570000001,-77.063557700000004,POINT(-77.063557700000004 38.908286570000001),Ward 2
54,Branch Banking and Trust Company,1730 RHODE ISLAND AVENUE NW,20036,241782,137565.320000000006985,396563.599999999976717,,,38.905939300000000,-77.039618779999998,POINT(-77.039618779999998 38.905939300000000),Ward 2
55,Branch Banking and Trust Company,5200 WISCONSIN AVENUE NW,20015,265898,143263.220000000001164,392694.320000000006985,,,38.957244060000001,-77.084288939999993,POINT(-77.084288939999993 38.957244060000001),Ward 3
56,Branch Banking and Trust Company,360 H STREET NE,20002,308512,136944.690000000002328,399917.140000000013970,,,38.900355159999997,-77.000955230000002,POINT(-77.000955230000002 38.900355159999997),Ward 6
57,Branch Banking and Trust Company,317 PENNSYLVANIA AVENUE SE,20003,278338,135409.989999999990687,399873.830000000016298,,,38.886530010000001,-77.001454240000001,POINT(-77.001454240000001 38.886530010000001),Ward 6
58,Capital Bank,1776 I STREET NW,20006,218481,137027.160000000003492,396412.080000000016298,,,38.901090760000002,-77.041362870000000,POINT(-77.041362870000000 38.901090760000002),Ward 2
59,Capital One,901 NEW YORK AVENUE NW,20001,300397,137129.350000000005821,397808.530000000027940,,,38.902015910000003,-77.025264399999998,POINT(-77.025264399999998 38.902015910000003),Ward 2
60,Capital One,1200 F STREET NW,20004,300895,136587.209999999991851,397542.900000000023283,,,38.897131080000001,-77.028324780000005,POINT(-77.028324780000005 38.897131080000001),Ward 2
7, Manufacturers and Traders Trust Company,1680 K STREET NW,20006,300674,137153.200000000011642,396683.239999999990687,,,38.902227230000001,-77.038237440000003,POINT(-77.038237440000003 38.902227230000001),Ward 2
61,Capital One,701 PENNSYLVANIA AVENUE NW,20004,279889,136288.130000000004657,398058.520000000018626,,,38.894438489999999,-77.022380010000006,POINT(-77.022380010000006 38.894438489999999),Ward 2
62,Capital One,925 15TH STREET NW,20005,218798,137127.690000000002328,397112.330000000016298,,,38.901998949999999,-77.033290550000004,POINT(-77.033290550000004 38.901998949999999),Ward 2
63,Capital One,1717 PENNSYLVANIA AVENUE NW,20006,279332,136846.399999999994179,396496.289999999979045,,,38.899462749999998,-77.040391139999997,POINT(-77.040391139999997 38.899462749999998),Ward 2
64,Capital One,1700 K STREET NW,20006,243334,137147.579999999987194,396544.820000000006985,,,38.902176070000003,-77.039833200000004,POINT(-77.039833200000004 38.902176070000003),Ward 2
65,Capital One,1545 WISCONSIN AVENUE NW,20007,223930,138038.649999999994179,394396.619999999995343,,,38.910192070000001,-77.064606080000004,POINT(-77.064606080000004 38.910192070000001),Ward 2
66,Capital One,1100 17TH STREET NW,20036,241793,137355.390000000013970,396627.140000000013970,,,38.904048420000002,-77.038885190000002,POINT(-77.038885190000002 38.904048420000002),Ward 2
67,Capital One,3519 CONNECTICUT AVENUE NW,20008,295765,140937.279999999998836,394939.400000000023283,,,38.936307149999998,-77.058369279999994,POINT(-77.058369279999994 38.936307149999998),Ward 3
68,Capital One,5714 CONNECTICUT AVENUE NW,20015,285262,144264.500000000000000,393348.750000000000000,,,38.966269040000000,-77.076748199999997,POINT(-77.076748199999997 38.966269040000000),Ward 3
69,Capital One,4000 WISCONSIN AVENUE NW,20016,222230,141535.980000000010477,393333.559999999997672,,,38.941689689999997,-77.076896959999999,POINT(-77.076896959999999 38.941689689999997),Ward 3
70,Capital One,4860 MASSACHUSETTS AVENUE NW,20016,266470,141902.019999999989523,391666.109999999986030,,,38.944972849999999,-77.096135320000002,POINT(-77.096135320000002 38.944972849999999),Ward 3
8, Manufacturers and Traders Trust Company,1899 L STREET NW,20036,241298,137344.100000000005821,396266.859999999986030,,,38.903945260000000,-77.043038740000000,POINT(-77.043038740000000 38.903945260000000),Ward 2
71,Capital One,4400 MASSACHUSETTS AVENUE NW,20016,223994,141247.380000000004657,392334.760000000009313,,,38.939081760000001,-77.088414819999997,POINT(-77.088414819999997 38.939081760000001),Ward 3
72,Capital One,1075 5TH STREET NW,20001,305164,137272.109999999986030,398378.130000000004657,,,38.903303180000002,-77.018698099999995,POINT(-77.018698099999995 38.903303180000002),Ward 6
73,Capital One,85 H STREET NW,20001,310066,136949.970000000001164,398993.099999999976717,,,38.900402149999998,-77.011607799999993,POINT(-77.011607799999993 38.900402149999998),Ward 6
74,Capital One,336 PENNSYLVANIA AVENUE SE,20003,300706,135443.989999999990687,399934.179999999993015,,,38.886836299999999,-77.000758649999995,POINT(-77.000758649999995 38.886836299999999),Ward 6
75,Capital One,1100 NEW JERSEY AVENUE SE,20003,285822,134346.720000000001164,399657.929999999993015,,,38.876951599999998,-77.003942179999996,POINT(-77.003942179999996 38.876951599999998),Ward 6
76,Capital One,2831 ALABAMA AVENUE SE,20020,278276,132310.790000000008149,402814.969999999972060,,,38.858606670000000,-76.967567299999999,POINT(-76.967567299999999 38.858606670000000),Ward 7
77,Cardinal Bank,1776 K STREET NW,20006,236718,137148.220000000001164,396423.159999999974389,,,38.902181349999999,-77.041235760000006,POINT(-77.041235760000006 38.902181349999999),Ward 2
78,Cardinal Bank,1825 WISCONSIN AVENUE NW,20007,309641,138631.470000000001164,394155.229999999981374,,,38.915530490000002,-77.067394309999997,POINT(-77.067394309999997 38.915530490000002),Ward 2
79,Carolina Premier Bank,1299 PENNSYLVANIA AVENUE NW,20004,285503,136497.570000000006985,397456.710000000020955,,,38.896323660000000,-77.029318029999999,POINT(-77.029318029999999 38.896323660000000),Ward 2
80,Citibank,3241 14TH STREET NW,20010,302794,140273.320000000006985,397213.130000000004657,,,38.930336150000002,-77.032141240000001,POINT(-77.032141240000001 38.930336150000002),Ward 1
9, Wilmington Trust,1350 I STREET NW,20005,240651,137019.839999999996508,397285.159999999974389,,,38.901027950000000,-77.031297649999999,POINT(-77.031297649999999 38.901027950000000),Ward 2
81,Citibank,750 9TH STREET NW,20001,279928,136850.399999999994179,397881.239999999990687,,,38.899503209999999,-77.024425300000004,POINT(-77.024425300000004 38.899503209999999),Ward 2
82,Citibank,1101 PENNSYLVANIA AVENUE NW,20004,242893,136367.899999999994179,397622.640000000013970,,,38.895156010000001,-77.027404799999999,POINT(-77.027404799999999 38.895156010000001),Ward 2
83,Citibank,1101 PENNSYLVANIA AVENUE NW,20004,242893,136367.899999999994179,397622.640000000013970,,,38.895156010000001,-77.027404799999999,POINT(-77.027404799999999 38.895156010000001),Ward 2
84,Citibank,1400 G STREET NW,20005,301002,136696.070000000006985,397179.590000000025611,,,38.898110979999998,-77.032513370000004,POINT(-77.032513370000004 38.898110979999998),Ward 2
85,Citibank,1000 VERMONT AVENUE NW,20005,240261,137226.359999999986030,397056.359999999986030,,,38.902887610000001,-77.033936220000001,POINT(-77.033936220000001 38.902887610000001),Ward 2
86,Citibank,1775 PENNSYLVANIA AVENUE NW,20006,279383,136891.640000000013970,396412.010000000009313,,,38.899869940000002,-77.041362969999994,POINT(-77.041362969999994 38.899869940000002),Ward 2
87,Citibank,1225 CONNECTICUT AVENUE NW,20036,241767,137679.779999999998836,396406.460000000020955,,,38.906969760000003,-77.041431070000002,POINT(-77.041431070000002 38.906969760000003),Ward 2
88,Citibank,1000 CONNECTICUT AVENUE NW,20036,243406,137224.329999999987194,396545.219999999972060,,,38.902867129999997,-77.039828970000002,POINT(-77.039828970000002 38.902867129999997),Ward 2
89,Citibank,1717 K STREET NW,20006,298465,137221.279999999998836,396508.659999999974389,,,38.902839849999999,-77.040250439999994,POINT(-77.040250439999994 38.902839849999999),Ward 2
90,Citibank,2221 I STREET NW,20037,307441,137014.649999999994179,395695.789999999979045,,,38.900974849999997,-77.049620439999998,POINT(-77.049620439999998 38.900974849999997),Ward 2
10,Amalgamated Bank,1825 K STREET NW,20006,240969,137223.829999999987194,396319.260000000009313,,,38.902862050000003,-77.042433979999998,POINT(-77.042433979999998 38.902862050000003),Ward 2
91,Citibank,1901 WISCONSIN AVENUE NW,20007,279450,138721.089999999996508,394118.239999999990687,,,38.916337900000002,-77.067821600000002,POINT(-77.067821600000002 38.916337900000002),Ward 2
92,Citibank,5700 CONNECTICUT AVENUE NW,20015,274635,144249.549999999988358,393358.799999999988358,,,38.966134439999998,-77.076632090000004,POINT(-77.076632090000004 38.966134439999998),Ward 3
93,Citibank,5250 MACARTHUR BOULEVARD NW,20016,285144,139906.670000000012806,390969.049999999988358,,,38.926991260000001,-77.104149960000001,POINT(-77.104149960000001 38.926991260000001),Ward 3
94,Citibank,5001 WISCONSIN AVENUE NW,20016,266053,143008.320000000006985,392854.119999999995343,,,38.954949169999999,-77.082442599999993,POINT(-77.082442599999993 38.954949169999999),Ward 3
95,Citibank,1060 BRENTWOOD ROAD NE,20018,302477,139152.470000000001164,400543.599999999976717,,,38.920243429999999,-76.993731499999996,POINT(-76.993731499999996 38.920243429999999),Ward 5
96,Citibank,600 PENNSYLVANIA AVENUE SE,20003,5839,135315.019999999989523,400199.020000000018626,,,38.885674469999998,-76.997706120000004,POINT(-76.997706120000004 38.885674469999998),Ward 6
97,Citibank,3917 MINNESOTA AVENUE NE,20019,29135,136219.829999999987194,404363.020000000018626,,,38.893814530000000,-76.949706620000001,POINT(-76.949706620000001 38.893814530000000),Ward 7
98,City First Bank of D.C.,1432 U STREET NW,20009,279168,138769.239999999990687,397109.650000000023283,,,38.916786580000000,-77.033328359999999,POINT(-77.033328359999999 38.916786580000000),Ward 2
99,Colombo Bank,1301 9TH STREET NW,20001,239905,137733.720000000001164,397940.869999999995343,,,38.907460610000001,-77.023740529999998,POINT(-77.023740529999998 38.907460610000001),Ward 6
100,Colombo Bank,1660 L STREET NW,20036,242035,137291.359999999986030,396697.150000000023283,,,38.903471879999998,-77.038077749999999,POINT(-77.038077749999999 38.903471879999998),Ward 2
